Monnaie,Cours,1h,24h,7j,Volume sur 24h,Capitalisation du marché
OneMoon ONEMOON ONEMOON,"$0,000000006833",0.0%,-1.4%,105.7%,"$0,000000000000",?
GreenZoneX GZX GZX,"$0,000248370911",4.7%,6.9%,7.0%,$676 340,?
Payzus PZS PZS,"$0,000592809094",5.7%,30.2%,39.0%,"$475,77",?
Hesh.Fi HESH HESH,"$0,924674",-0.5%,-0.4%,-0.0%,$155 295,?
DeFIL DFL DFL,"$0,366651",0.5%,-0.0%,-4.7%,$239 623,?
Treeb TREEB TREEB,"$0,024780454753",-1.4%,-16.9%,30.3%,$74 900,?
Fenerbahçe Token FB FB,"$6,34",0.5%,-4.7%,-8.7%,$8 282 600,?
Simba Empire SIM SIM,"$0,000130985320",-1.6%,-23.7%,-13.8%,"$2 728,40",?
Etherean Socks ETH2SOCKS ETH2SOCKS,"$1 090,44",,-2.0%,,"$532,09",?
Arcadium ARCADIUM ARCADIUM,"$0,012290978581",-2.1%,1.7%,23.3%,"$77,24",?
Detox DTX DTX,"$0,000000769680",?,?,?,?,?
Moola Market MOO MOO,"$0,927387",0.2%,-14.5%,,"$5 056,15",?
Autostake AUTO AUTO,"$0,240475",,-14.5%,-16.1%,"$8 961,69",?
HoneyBear BEAR BEAR,"$5,03",0.8%,-5.1%,-42.5%,"$5 192,57",?
Elements ELM ELM,"$0,005123573943",0.0%,-0.9%,11.6%,"$6 452,72",?
Love Earth Coin LEC LEC,"$0,003718947243",?,?,?,?,?
ChubbyDoge CDOGE CDOGE,"$0,000003600453",?,?,?,?,?
XRoad XRI XRI,"$1,03",,23.2%,24.0%,"$4 008,41",?
DaddyCake DADDYCAKE DADDYCAKE,"$0,000002695137",,-5.4%,-5.7%,"$2,00",?
Rewards Bunny RBUNNY RBUNNY,"$0,000785966180",0.8%,-3.4%,13.8%,"$8 221,32",?
JobCash JCH JCH,"$0,000030104090",,-61.5%,-62.4%,"$3,68",?
Cheese Swap CHEESE CHEESE,"$0,000132324506",-7.9%,-30.3%,-65.8%,$90 354,?
Community Coin Token CTC CTC,"$0,042199310533",?,?,?,?,?
Starbound SBD SBD,"$0,000092779139",?,?,?,?,?
DrDoge DRDOGE DRDOGE,"$0,000120768181",?,?,?,?,?
Serbian Cave Hermit SERBIANCAVEHERMIT SERBIANCAVEHERMIT,"$0,000007842964",?,?,?,?,?
Shed Coin SHED SHED,"$0,000000833017",-0.2%,-13.8%,-35.1%,"$16 403,83",?
MiniBNB MINIBNB MINIBNB,"$0,000001718730",,-6.4%,-8.4%,"$413,43",?
My Lotto Coin MYL MYL,"$0,574173",?,?,?,?,?
Prize Coin PRZ PRZ,"$5,40",0.1%,3.7%,3.8%,"$14 552,38",?
Kalata Protocol KALA KALA,"$0,456392",1.2%,-2.4%,-36.4%,$37 853,?
VYNK Chain VYNC VYNC,"$1,01",0.7%,0.6%,54.7%,$657 260,?
OMNIS OMNIS OMNIS,"$0,000003613927",-0.8%,4.1%,-12.2%,$25 612,?
TXA TXA TXA,"$3,10",0.0%,-1.2%,21.4%,$27 324,?
Wrapped NCG WNCG WNCG,"$0,859913",2.2%,-10.9%,-19.9%,$3 841 618,?
KCC MemePad KCCM KCCM,"$0,138349",2.1%,-16.8%,184.0%,$131 789,?
Favecoin FAVE FAVE,"$0,000069865088",-0.3%,-14.7%,-15.5%,"$1 841,25",?
Alita ALI ALI,"$8,22",1.3%,-6.1%,-11.2%,$39 034,?
KONG Land Alpha Citizenship CITIZEN CITIZEN,"$16 378,62",?,?,?,?,?
Yucreat YUCT YUCT,"$0,067495857478",1.1%,-5.7%,34.8%,$101 023,?
Wrapped DucatusX WDUCX WDUCX,"$0,363896",1.1%,-0.4%,-1.2%,$256 901,?
Pinecone Finance PCT PCT,"$0,032149455311",0.3%,-9.1%,-24.4%,"$9 016,39",?
SMD Coin SMD SMD,"$0,072647624988",3.6%,5.9%,20.2%,$160 491,?
QZKCoin QZK QZK,"$0,011699746571",?,?,?,?,?
Number 1 Token NR1 NR1,"$0,053202982208",2.8%,-0.9%,-28.1%,"$9 201,59",?
Little Ugly Duck LUD LUD,"$0,000000000000",1.0%,28.5%,-40.4%,"$853,64",?
Memenopoly Money MNOP MNOP,"$0,037694442516",1.7%,8.1%,-12.4%,"$15 332,76",?
AgroCash X XAGC XAGC,"$0,000026868889",1.6%,-19.5%,-25.0%,"$15 783,54",?
ThunderBNB THUNDERBNB THUNDERBNB,"$0,000007167950",0.1%,-6.8%,-11.2%,"$1 650,30",?
1Doge 1DOGE 1DOGE,"$0,000788347420",9.3%,5.2%,-48.5%,"$13 330,35",?
StonkInu STONK STONK,"$0,000000000128",,-5.9%,-7.7%,"$30,89",?
Dino DINO DINO,"$0,004981718034",2.7%,-28.2%,29.0%,$111 065,?
LOGS LOGS LOGS,"$0,000099399869",?,?,?,?,?
AGPC AGPC AGPC,"$3,00",0.8%,0.4%,1.4%,$1 827 214,?
BIGFOOT FOOT FOOT,"$0,000048841552",0.1%,-8.3%,-13.1%,"$2 681,82",?
Baby KShark BKS BKS,"$0,000000002144",?,?,?,?,?
Green Climate World WGC WGC,"$1,03",0.4%,-9.2%,-13.6%,$592 365,?
Musashi Finance MUS MUS,"$0,007044601071",1.0%,-4.6%,16.6%,"$4 319,54",?
Babyfeg BBFEG BBFEG,"$0,000002136875",-0.9%,-6.7%,-28.1%,"$2 876,39",?
Vaulty Token VLTY VLTY,"$0,176502",1.2%,-5.1%,-6.9%,$177 984,?
Omlira OML OML,"$0,031076114257",?,?,?,?,?
StaySAFU SAFU SAFU,"$30,23",0.5%,-11.4%,-3.2%,"$11 915,59",?
Plant2Earn P2E P2E,"$0,667778",0.1%,-3.8%,2.8%,"$2 417,11",?
Bzzone BZZONE BZZONE,"$12,31",3.7%,2.3%,-5.8%,$23 464,?
Half Pizza PIZA PIZA,"$0,000075064880",2.5%,-9.7%,-36.5%,$1 062 315,?
Low Float Gem LFG LFG,"$0,415213",,0.1%,,"$1 461,87",?
StartFi STFI STFI,"$0,129252",0.0%,0.0%,-8.7%,"$0,000000000000",?
OleCoin OLE OLE,"$0,002022978119",0.6%,-22.3%,-52.1%,$26 196,?
AfterBurn AFTRBRN AFTRBRN,"$0,001070442393",?,?,?,?,?
Floki Wife FLOFE FLOFE,"$0,000054211029",?,?,?,?,?
BabyBilz BABYBILZ BABYBILZ,"$0,000000080596",?,?,?,?,?
Golden York GOLDYORK GOLDYORK,"$0,009137263204",1.3%,2.4%,-2.1%,"$7,59",?
XRP Apes XRPAPE XRPAPE,"$0,000000001740",,-5.0%,-30.1%,"$457,77",?
Cirus CIRUS CIRUS,"$0,858362",0.9%,3.4%,18.1%,$6 489 424,?
DogeWarrior DWR DWR,"$0,000000001426",0.6%,5.3%,48.4%,$36 989,?
MVP Coin MVP MVP,"$0,007235391621",-2.0%,-22.1%,38.5%,$1 130 686,?
Kauri KAU KAU,"$0,381902",1.3%,-6.0%,-24.1%,$55 461,?
Crypto Bank Coin CBC CBC,"$0,000000000010",?,?,?,?,?
Solarmoon SOLAR SOLAR,"$0,000000003245",0.2%,-7.2%,-47.9%,"$3 943,98",?
YDragon YDR YDR,"$0,034064465473",0.0%,-4.1%,-15.3%,$302 513,?
FAM Token FAM FAM,"$0,382528",1.1%,-4.6%,-16.4%,$41 426,?
EpochToken EPH EPH,"$0,010078976294",0.5%,0.5%,,$35 797,?
Sherpa SHERPA SHERPA,"$0,825266",-1.7%,-16.7%,-2.9%,$58 368,?
Husky AVAX HUSKY HUSKY,"$0,000000116640",6.7%,80.0%,151.2%,$1 612 930,?
Goldex Token GLDX GLDX,"$0,240352",-1.1%,14.1%,-34.0%,"$4 446,34",?
DogeDealer DOGEDEALER DOGEDEALER,"$0,000215110374",?,?,?,?,?
AfterBack AFTRBCK AFTRBCK,"$0,001272334312",?,?,?,?,?
Able Finance ABLE ABLE,"$0,000000000010",0.0%,0.0%,0.0%,"$0,000000000000",?
Beast Token BEAST BEAST,"$0,000000934001",,-4.0%,-17.0%,"$0,000000000000",?
Transparent Token TRANSPARENT TRANSPARENT,"$0,000100218771",?,?,?,?,?
Kodiak KODI KODI,"$0,000001477787",?,?,?,?,?
Teaswap Art TSA TSA,"$0,006170601536",4.0%,-27.1%,-6.6%,$155 113,?
Bank BTC BANKBTC BANKBTC,"$0,000000101775",?,?,?,?,?
RainbowToken RAINBOWTOKEN RAINBOWTOKEN,"$0,000000015549",1.4%,15.0%,66.3%,$1 671 859,?
BabyWhiteTiger BWT BWT,"$0,000000000334",1.1%,-5.3%,-5.8%,"$3 228,01",?
Pocket Doge PDOGE PDOGE,"$0,000011590300",?,?,?,?,?
Criptoro Coin CTRO CTRO,"$0,008990039077",1.1%,24.8%,307.8%,"$439,20",?
Sphynx Network SPH SPH,"$0,000000329022",-18.2%,-30.7%,-35.5%,"$2 187,49",?
bRing.Finance BRNG BRNG,"$0,426084",,-5.7%,15.2%,"$104,51",?
GrumpyDoge Punks GPUNKS GPUNKS,"$0,000000091998",?,?,?,?,?
MURPHYCAT MURPHY MURPHY,"$0,000916194941",0.1%,-6.1%,-9.2%,"$88,78",?
BnbRain BRAIN BRAIN,"$0,000000138988",,-4.7%,-4.2%,"$114,63",?
CryptoPunk #7171 HOODIE HOODIE,"$130,05",1.1%,21.0%,25.2%,"$18 126,62",?
Nobility NBL NBL,"$0,000482979451",0.5%,2.7%,-31.2%,$274 895,?
Daisy Protocol DAISY DAISY,"$1,36",5.2%,-8.2%,-30.7%,$147 112,?
Gameologyv2 GMYX GMYX,"$0,000052719992",0.1%,-7.0%,-29.3%,"$900,12",?
GameDAO DAO DAO,"$0,000052010937",,-7.9%,-20.9%,"$366,68",?
X World Games XWG XWG,"$0,103968",1.0%,-6.3%,54.4%,$605 391,?
Fidenza #527 FIDENZ FIDENZ,"$4 821,92",?,?,?,?,?
Collar: Dobe Defender COLLAR COLLAR,"$2,51",?,?,?,?,?
CYBERKONGZ KONGZ20 KONGZ20,"$290,15",?,?,?,?,?
Meebits MEEBITS20 MEEBITS20,"$114,22",?,?,?,?,?
Hashmasks MASK20 MASK20,"$50,85",?,?,?,?,?
Chubbies CHUBBIES20 CHUBBIES20,"$1,85",?,?,?,?,?
MEME LTD MEME20 MEME20,"$0,103414",-1.6%,-14.7%,-25.0%,"$6 539,76",?
Gan Punks GPUNKS20 GPUNKS20,"$8,77",?,?,?,?,?
Art Blocks Curated Full Set ABC123 ABC123,"$0,000000000000",?,?,?,?,?
Gutter Cat Gang GCG GCG,"$139,51",?,?,?,?,?
Cool Cats COOL20 COOL20,"$296,75",?,?,?,?,?
CardSwap CSWAP CSWAP,"$0,241681",-5.2%,-6.9%,-1.1%,$287 895,?
EloniumCoin ELNC ELNC,"$0,000000290675",,-5.1%,-11.7%,"$1 480,09",?
RoboDoge Coin ROBODOGE ROBODOGE,"$0,000000000031",1.7%,-5.9%,-19.1%,"$8 429,64",?
Streamr DATA DATA,"$0,129038",1.7%,-7.4%,-10.7%,$787 958,?
Store of Value Token SOV SOV,"$1,03",?,?,?,?,?
AlinX ALIX ALIX,"$0,000970100826",0.5%,-13.1%,-25.1%,$67 904,?
SandMan SANDMAN SANDMAN,"$0,379399",-1.8%,-1.8%,10.5%,"$94,54",?
 NiftyNFT NIFTY NIFTY,"$0,072355077167",,-4.3%,-39.4%,"$0,000000000000",?
Dragon Slayer DRS DRS,"$0,000000924033",1.4%,7.4%,-26.3%,"$2 926,56",?
Big Digital Shares BDS BDS,"$0,089656342928",0.6%,-3.4%,-43.7%,"$17 748,30",?
TONStarter TOS TOS,"$2,88",,-12.7%,-32.2%,"$16 683,35",?
Comodo Coin CMD CMD,"$0,000000107879",0.7%,-6.1%,-7.5%,"$1 204,96",?
Light Defi LIGHT LIGHT,"$0,000537350525",1.7%,-1.1%,23.2%,$61 514,?
TETU Reward Token TETU TETU,"$0,006363361927",0.4%,-5.2%,7.6%,$47 899,?
Sombra SMBR SMBR,"$0,014901924642",0.0%,-8.6%,9.7%,"$3 145,84",?
Lofi Defi LOFI LOFI,"$0,000018056757",2.2%,-6.8%,7.1%,"$16 527,48",?
Kryptomon KMON KMON,"$0,030074600490",3.2%,-6.0%,-14.0%,$392 431,?
United Farmers Finance UFF UFF,"$1,22",1.1%,-17.2%,-26.4%,$96 145,?
Pyroworld PYRO PYRO,"$0,000000159008",0.0%,0.0%,-3.0%,"$0,000000000000",?
RICHDUCK RICHDUCK RICHDUCK,"$0,000000000403",?,?,?,?,?
Canada Coin CADAX CADAX,"$0,000000000505",0.5%,-5.0%,-41.1%,"$1 175,77",?
BabyEth BABYETH BABYETH,"$0,000000691234",0.8%,-8.5%,-51.1%,"$458,24",?
Quannabu QBU QBU,"$0,448536",2.2%,48.7%,97.3%,"$798,39",?
NKCL Classic NKCLC NKCLC,"$38,73",-0.5%,-1.3%,-6.6%,"$14 793,45",?
MindCell MDC MDC,"$0,040075304810",0.3%,-27.3%,109.8%,"$1 226,87",?
Doont Buy DBUY DBUY,"$0,028776069388",0.2%,-3.2%,44.0%,$647 829,?
CryptoCars CCAR CCAR,"$0,493281",1.6%,2.3%,38.8%,$2 573 401,?
Crypto Island CISLA CISLA,"$0,000009772381",1.7%,-6.6%,-41.4%,$67 878,?
ETHVault ETHVAULT ETHVAULT,"$0,000001479020",0.6%,-6.7%,-22.9%,"$10 012,51",?
RemeX RMX RMX,"$0,000000002174",2.1%,164.7%,189.9%,$315 740,?
DAO Invest VEST VEST,"$0,046796315527",0.3%,-48.6%,-54.4%,"$16 372,92",?
Big Defi Energy BDE BDE,"$0,006379830556",5.7%,-7.6%,-6.2%,"$436,79",?
XPandaCoin XPC XPC,"$0,003696715985",?,?,?,?,?
QoinIQ QIQ QIQ,"$0,016687012683",?,?,?,?,?
Fusion Heroes FSH FSH,"$0,316376",,-7.5%,-11.2%,"$216,90",?
oneFUSE ONEFUSE ONEFUSE,"$0,997343",?,?,?,?,?
Promise Token PROMISE PROMISE,"$0,000000004213",-10.3%,31.2%,-17.6%,"$625,52",?
Bored Museum BORED BORED,"$0,000000299162",?,?,?,?,?
Toll Free Swap TOLL TOLL,"$4 048,20",-10.1%,1.3%,1.7%,$112 381,?
iLayer ILAYER ILAYER,"$0,000000000728",0.6%,-7.2%,-11.8%,"$3 978,48",?
Samecoin SAME SAME,"$0,909302",0.7%,-4.5%,,"$6 519,44",?
onePERL ONEPERL ONEPERL,"$1,02",?,?,?,?,?
Dehero Community Token HEROES HEROES,"$1,96",-0.2%,-3.9%,16.3%,$117 986,?
yTOFU YTOFU YTOFU,"$6,11",0.1%,-6.9%,26.0%,"$173,87",?
Povo Finance POVO POVO,"$0,016837598336",,-6.2%,-15.9%,"$5,26",?
XTblock Token XTT-B20 XTT-B20,"$0,416033",0.0%,-1.8%,-10.8%,"$2 608,21",?
Mound Token MND MND,"$4,83",0.6%,-7.6%,-6.7%,$157 510,?
Wrapped IoTex WIOTX WIOTX,"$0,059365141450",1.5%,-11.8%,-13.0%,$1 023 833,?
Vent Finance VENT VENT,"$0,484964",-0.2%,-1.2%,2.2%,$695 212,?
Boruto Inu BORUTO BORUTO,"$0,000000001301",-0.4%,-33.0%,29.1%,$25 227,?
Boss BOSS BOSS,"$0,000000012574",1.2%,-7.4%,-25.9%,$1 320 772,?
ShillMoon SHILLMOON SHILLMOON,"$0,000000000016",,-6.5%,-81.3%,"$77,52",?
Dogestribute DGSTB DGSTB,"$0,181705",0.6%,-7.0%,14.4%,"$355,00",?
NFTPad NFTPAD NFTPAD,"$0,118068",1.4%,-7.2%,-8.8%,$175 312,?
Scan DeFi SCAN SCAN,"$0,013246889254",0.5%,-7.0%,-14.4%,"$11 367,63",?
Binemon BIN BIN,"$0,007230311026",0.9%,-27.1%,-43.2%,$952 911,?
FohoCoin FOHO FOHO,"$0,091890172020",-0.7%,-6.6%,2.7%,"$1 958,83",?
Stable 1inch ONE1INCH ONE1INCH ,"$1,00",?,?,?,?,?
Neos Credits NCR NCR,"$0,238449",,-5.1%,-7.6%,"$3 950,49",?
Hibiki Finance HIBIKI HIBIKI,"$0,029970648057",,6.1%,-8.2%,"$5 993,10",?
Solminter SMRT SMRT,"$0,006814806282",0.4%,-12.3%,-14.8%,"$19 202,67",?
Kurai MetaVerse KURAI KURAI,"$0,000013838173",17.6%,31.8%,,"$6 266,86",?
Ledgity LTY LTY,"$0,006620513953",?,?,?,?,?
Brank BRNK BRNK,"$0,051534971358",,-60.2%,202.2%,"$739,29",?
UppsMe UPPS UPPS,"$0,411407",?,?,?,?,?
Unreal Finance UGT UGT,"$0,128362",-0.5%,-8.1%,-8.0%,$52 050,?
BurnDoge BURNDOGE BURNDOGE,"$0,000000000000",0.0%,0.0%,0.0%,"$0,000000000000",?
VegasDoge VEGAS VEGAS,"$0,000028885744",0.3%,-4.9%,-17.8%,"$148,34",?
ShibaNova NOVA NOVA,"$0,569785",0.0%,8.5%,15.7%,$106 180,?
Goku Inu GOKU GOKU,"$0,000000000402",-2.5%,-1.9%,181.8%,$627 471,?
Revolver Token $RVLVR $RVLVR,"$0,000150640541",,-8.6%,-31.5%,"$1 965,27",?
Hokkaidu Inu BSC HOKK HOKK,"$0,000000001811",?,?,?,?,?
ThunderADA.app THUNDERADA THUNDERADA,"$0,000006089764",,-7.7%,-15.0%,"$2 167,55",?
Sugarland SUGAR SUGAR,"$0,000000001526",,-6.6%,-89.4%,"$0,000379612511",?
BullRun2.0 BR2.0 BR2.0,"$0,000000000105",?,?,?,?,?
RedDoge REDDOGE REDDOGE,"$0,001190116240",,-7.0%,-33.0%,"$3 152,97",?
Laser Eyes LASEREYES LASEREYES,"$0,000000000410",0.1%,-2.3%,-20.4%,"$6 163,80",?
Netcoincapital NCC NCC,"$0,248507",0.5%,-12.4%,28.3%,$40 386,?
Qubit QBT QBT,"$0,100494",1.7%,-7.7%,44.4%,$2 292 153,?
Grill Farm GRILL GRILL,"$0,000000175261",,-7.0%,-7.9%,"$98,23",?
Eros Token EROS EROS,"$0,004585279691",-0.5%,-8.0%,-5.6%,"$756,24",?
Synapse Network SNP SNP,"$0,465717",0.5%,-1.2%,-17.0%,$143 306,?
BankRoll BANKR BANKR,"$0,000193412963",,-5.9%,-7.1%,"$61,53",?
Flourish Coin FLRS FLRS,"$0,000000000472",-4.0%,7.8%,-1.8%,"$1 218,49",?
HomeCoin HOME HOME,"$0,093692506558",0.7%,-3.4%,6.2%,$54 852,?
MiamiCoin MIA MIA,"$0,025976000000",-0.5%,-6.0%,-7.6%,$740 658,?
QFinance QFI QFI,"$1,59",?,?,?,?,?
People's Punk DDDD DDDD,"$0,002328442453",0.6%,-13.1%,12.7%,$42 892,?
Future Star FSTAR FSTAR,"$0,000000009703",0.3%,-8.6%,-18.5%,"$1 406,94",?
MintySwap MINTYS MINTYS,"$0,059774192228",0.3%,68.9%,50.6%,$1 074 177,?
Ape Fun Token AFT AFT,"$0,000000000422",-0.1%,4.7%,-0.6%,"$12 814,92",?
Minimals MMS MMS,"$0,000000073099",-5.7%,-24.1%,-30.0%,"$18 859,92",?
Alkimi $ADS $ADS,"$0,412972",8.2%,1.8%,-5.7%,$274 569,?
The Open Network TONCOIN TONCOIN,"$0,772936",0.9%,-7.6%,13.4%,$434 692,?
Kanaloa Network KANA KANA,"$0,001493579329",0.0%,-7.0%,-14.2%,"$4 164,01",?
QIAN Second Generation Dollar QSD QSD,"$1,01",0.0%,-0.3%,-1.5%,"$5 682,15",?
The Portal PORTAL PORTAL,"$0,000000000000",?,?,?,?,?
Tundra Token TUNDRA TUNDRA,"$7,49",3.1%,-19.9%,-8.2%,$91 452,?
Wula WULA WULA,"$0,000001140668",0.3%,-33.6%,-63.7%,"$7 499,42",?
Don't KYC DKYC DKYC,"$0,000461813674",1.1%,-10.9%,-5.9%,$49 775,?
Ape-X APE-X APE-X,"$0,000002135722",1.3%,-18.8%,80.4%,$206 683,?
Tune.Fm JAM JAM,"$0,024328266740",-0.5%,-2.7%,-4.4%,"$9 406,77",?
SnowCrash Token NORA NORA,"$0,022660965942",0.6%,-4.5%,-35.8%,$32 431,?
Guardian Token GUARD GUARD,"$0,043868435352",0.1%,-0.9%,3.8%,"$18 992,07",?
Token Play TP3 TP3,"$0,052463146675",0.4%,-40.2%,92.9%,"$1 905,60",?
Apes of Empires AOE AOE,"$0,023440502648",0.5%,-6.9%,-24.9%,"$3 471,47",?
S.C. Corinthians Fan Token SCCP SCCP,"$1,31",2.5%,-7.3%,-13.2%,$143 857,?
Paradox PDOX PDOX,"$0,000006577293",,-6.6%,-12.3%,"$200,94",?
Ninja Panda Inu NPI NPI,"$0,000001018019",,-6.9%,-11.2%,"$49,54",?
Star Crunch STARC STARC,"$0,000000031933",?,?,?,?,?
SafemoonAvax SAFEMOONA SAFEMOONA,"$0,000000001637",6.1%,116.3%,282.4%,$79 735,?
My DeFi Legends DLEGENDS DLEGENDS,"$0,001518366659",12.5%,-9.5%,-31.0%,$55 314,?
Ogcnode ORG ORG,"$0,029528606212",42.8%,-21.2%,-65.7%,"$32,92",?
Nether NTR NTR,"$0,099821703903",-0.7%,-14.0%,6.8%,$35 220,?
CyberDragon Gold GOLD GOLD,"$0,008069471970",-3.2%,-8.2%,52.0%,$8 018 386,?
Bagels Finance BAGEL BAGEL,"$0,336254",0.4%,-11.0%,-8.4%,$86 631,?
Instinct INSTINCT INSTINCT,"$0,000970738231",1.1%,-7.1%,,"$3 457,98",?
Octaplex Network PLX PLX,"$3,24",,-5.3%,-34.0%,"$1 641,71",?
Baby Trump BABYTRUMP BABYTRUMP,"$0,000000000004",3.5%,-20.0%,1139.0%,$82 773,?
Crypto Hounds CTH CTH,"$0,006471740752",?,?,?,?,?
Dragon Warrior GON+ GON+,"$0,013510053661",2.2%,-5.7%,-52.3%,"$2 185,77",?
BAYC History -The Great Floor Sweep SWEEP SWEEP,"$0,000000000000",0.0%,0.0%,0.0%,"$0,000000000000",?
Altered Protocol ALTE ALTE,"$0,027920088194",?,?,?,?,?
EtherSmart ETM ETM,"$4,21",1.2%,-7.1%,-28.1%,$23 848 308,?
Wanaka Farm WANA WANA,"$4,03",-0.3%,-14.1%,33.8%,$6 312 467,?
PUNK Floor FLOOR FLOOR,"$0,042949739815",1.1%,-4.3%,3.1%,"$19 579,95",?
YouSwap YOU YOU,"$0,054537091620",0.1%,-7.7%,-17.6%,"$112,21",?
Blocks Space BLS BLS,"$0,045449248612",0.4%,-9.9%,-16.6%,$67 179,?
Octopus Network OCT OCT,"$2,89",2.8%,-10.4%,16.6%,$32 525 701,?
iBG Token IBG IBG,"$0,250211",0.6%,-4.9%,-34.0%,"$5 570,64",?
100Man MAN MAN,"$0,024015147692",?,?,?,?,?
Yaki Gold YAG YAG,"$0,000910503723",12.7%,13.1%,-32.4%,$70 495,?
HZM Coin HZM HZM,"$0,035517470002",1.0%,10.0%,54.1%,$5 763 455,?
SafeAffinity AFFINITY AFFINITY,"$0,000001172719",0.3%,-3.9%,-8.1%,"$13 303,94",?
MiniUSDC MINIUSDC MINIUSDC,"$0,000004951299",1.5%,-6.0%,103.3%,"$11 743,65",?
TCGCoin 2.0  TCG2 TCG2,"$0,068236807248",1.8%,-14.0%,-23.0%,$65 587,?
MaticLaunch MTCL MTCL,"$0,175836",0.3%,6.4%,26.9%,"$17 659,93",?
PhiFi Finance PHIFIV2 PHIFIV2,"$0,000000000007",0.4%,-16.2%,-87.8%,"$1 618,78",?
Feed Pups FUPS FUPS,"$0,000000003768",,-6.5%,-7.3%,"$24,20",?
CryptoSummoner SMNR SMNR,"$0,000127043991",?,?,?,?,?
Autoglyph #271 AGLYPH AGLYPH,"$0,000000000000",?,?,?,?,?
ZomaInfinity ZIN ZIN,"$0,000122114906",,-9.3%,-12.0%,"$990,56",?
GameNFT GNFT GNFT,"$0,167673",0.4%,-13.4%,-65.1%,"$6 805,69",?
Thor Doge THOGE THOGE,"$0,000000393512",?,?,?,?,?
ThunderETH THUNDERETH THUNDERETH,"$0,000007146222",,-6.2%,-9.9%,"$1 655,82",?
BurningMoon BM BM,"$0,007462444588",0.7%,-10.4%,44.7%,"$16 107,38",?
BitBucks BITBUCKS BITBUCKS,"$0,000406991807",0.1%,-19.2%,-52.6%,"$1 769,33",?
Chainbing CBG CBG,"$0,149746",0.5%,0.1%,-0.8%,"$1 502,17",?
Bruce Non Fungible Token BNFT BNFT,"$0,000000178041",0.3%,1.1%,-5.7%,"$267,87",?
Pitquidity PITQD PITQD,"$0,000001604237",?,?,?,?,?
KaikenInu KAIECO KAIECO,"$0,000000029255",2.0%,-10.3%,-36.2%,"$11 062,90",?
BaconDAO BACON BACON,"$0,068040621510",-5.5%,-3.3%,-17.5%,$50 960,?
Art Blocks Curated Fidenza #855 FDNZA FDNZA,"$49,07",?,?,?,?,?
Duel Network DUEL DUEL,"$0,059932295391",-0.5%,-3.9%,-5.6%,"$7 750,07",?
Pandora Protocol PNDR PNDR,"$0,113341",-0.1%,-3.1%,31.8%,"$810,92",?
eGame EGI EGI,"$0,276845",,37.3%,9.7%,$37 299,?
Honey Defi HONEY HONEY,"$0,112183",5.6%,-12.7%,-22.2%,"$13 675,25",?
Monster Valley MONSTER MONSTER,"$0,000517646165",0.1%,-5.2%,-9.1%,"$184,86",?
DyzToken DYZ DYZ,"$1,11",0.0%,2.0%,-4.3%,$446 912,?
DeepSpace Token DXO DXO,"$0,000008563788",0.5%,-3.3%,-25.3%,$275 996,?
Stable UNI ONEUNI ONEUNI,"$1,00",?,?,?,?,?
Wrapped FCT WFCT WFCT,"$1,54",,,0.9%,"$0,000000000000",?
Pet Games PETG PETG,"$0,000113879481",1.8%,-18.5%,-6.4%,$27 416,?
Shade Cash SHADE SHADE,"$1,34",-1.6%,-9.3%,-3.0%,$193 070,?
NRGY Defi NRGY NRGY,"$66,92",,-0.4%,-8.4%,"$334,62",?
PoofCash POOF POOF,"$0,112882",0.8%,-18.3%,,$51 054,?
Community Coin CMC CMC,"$0,000000011428",0.6%,-7.4%,-29.0%,"$2 416,69",?
AstroFarms LEO LEO,"$2 257,18",0.2%,0.5%,-16.1%,"$4 020,76",?
Brazil Fan Token BFT BFT,"$0,479648",20.1%,-12.8%,17.0%,$634 155,?
Denizlispor Fan Token DNZ DNZ,"$0,032322241879",0.6%,-8.5%,-21.1%,$29 355,?
Kronobit KNB KNB,"$0,000532411653",1.2%,-9.9%,-24.1%,"$1 284,90",?
Community Doge Coin CCDOGE CCDOGE,"$0,000000100318",1.0%,-4.8%,115.2%,$68 480,?
DefPace $DPACE $DPACE,"$0,010127365697",0.8%,-7.5%,13.9%,$31 014,?
Reward Hunters Token RHT RHT,"$0,000915379968",0.0%,-5.2%,-26.3%,"$13 249,58",?
Double Bubble DBUBBLE DBUBBLE,"$0,000000595873",,-7.0%,-6.9%,"$6,38",?
Holographic Doge HODO HODO,"$0,000000000163",?,?,?,?,?
Kaby Arena KABY KABY,"$0,060382506523",0.4%,-2.9%,-24.7%,$252 192,?
Crunchy CRUNCH CRUNCH,"$0,000027333211",-0.8%,-7.0%,-8.5%,"$55,20",?
CoinsPaid CPD CPD,"$0,075488803918",1.8%,-2.4%,-14.8%,"$11 472,84",?
Ekta EKTA EKTA,"$0,054646041919",0.5%,-1.4%,-49.4%,"$1 292,75",?
BinaryX BNX BNX,"$123,47",0.7%,0.7%,68.1%,$14 135 302,?
Herobattle HRB HRB,"$0,013102026986",0.5%,-5.6%,-13.2%,"$1 782,30",?
Wraith WRAITH WRAITH,"$0,000000017430",,-5.7%,-5.3%,"$109,97",?
Braintrust BTRST BTRST,"$5,90",0.1%,-9.1%,-36.4%,$6 133 642,?
Vendit VNDT VNDT,"$0,006051363181",0.3%,-6.8%,-24.5%,"$2 646,51",?
Polar Sync POLAR POLAR,"$0,060352892055",0.2%,-5.6%,-7.0%,$22 104,?
